NAME,population,median_income,zip_code
ZCTA5 24333,17841,47539,24333
ZCTA5 24340,6173,64050,24340
ZCTA5 24343,8942,53933,24343
ZCTA5 24347,1549,58625,24347
ZCTA5 24348,5095,42408,24348
ZCTA5 24350,1385,51619,24350
ZCTA5 24351,478,-666666666,24351
ZCTA5 24352,1321,47750,24352
ZCTA5 24354,12984,42076,24354
ZCTA5 24360,5647,61483,24360
ZCTA5 24361,4644,68883,24361
ZCTA5 24363,1012,50938,24363
ZCTA5 24366,333,34205,24366
ZCTA5 24368,5372,66234,24368
ZCTA5 24370,5740,49309,24370
ZCTA5 24374,514,42938,24374
ZCTA5 24375,1648,53750,24375
ZCTA5 24377,572,-666666666,24377
ZCTA5 24378,1020,43875,24378
ZCTA5 24380,2998,50246,24380
ZCTA5 24381,3480,65179,24381
ZCTA5 24382,14751,52234,24382
ZCTA5 24401,37720,63746,24401
ZCTA5 24411,3,-666666666,24411
ZCTA5 24412,187,-666666666,24412
ZCTA5 24413,383,52381,24413
ZCTA5 24415,44,-666666666,24415
ZCTA5 24416,9186,53672,24416
ZCTA5 24421,3718,91324,24421
ZCTA5 24422,5537,48235,24422
ZCTA5 24426,13611,51841,24426
ZCTA5 24430,3300,42367,24430
ZCTA5 24431,2412,76380,24431
ZCTA5 24432,498,86576,24432
ZCTA5 24433,59,76364,24433
ZCTA5 24435,1666,66620,24435
ZCTA5 24437,1625,88397,24437
ZCTA5 24439,1012,44111,24439
ZCTA5 24440,2496,44132,24440
ZCTA5 24441,6376,80288,24441
ZCTA5 24442,70,70625,24442
ZCTA5 24445,2395,61953,24445
ZCTA5 24448,398,61875,24448
ZCTA5 24450,17760,77839,24450
ZCTA5 24457,390,-666666666,24457
ZCTA5 24458,213,52738,24458
ZCTA5 24459,478,91042,24459
ZCTA5 24460,1087,44453,24460
ZCTA5 24464,238,34549,24464
ZCTA5 24465,1287,65500,24465
ZCTA5 24467,2500,92165,24467
ZCTA5 24469,0,-666666666,24469
ZCTA5 24471,1795,103100,24471
ZCTA5 24472,2204,50559,24472
ZCTA5 24473,831,79079,24473
ZCTA5 24474,333,58603,24474
ZCTA5 24476,254,-666666666,24476
ZCTA5 24477,11405,81188,24477
ZCTA5 24479,1957,88830,24479
ZCTA5 24482,5331,72693,24482
ZCTA5 24483,704,84211,24483
ZCTA5 24484,530,46875,24484
ZCTA5 24485,379,86250,24485
ZCTA5 24486,3444,67250,24486
ZCTA5 24487,543,80625,24487
ZCTA5 24501,26393,45305,24501
ZCTA5 24502,41314,66027,24502
ZCTA5 24503,19978,92025,24503
ZCTA5 24504,9471,50739,24504
ZCTA5 24515,6081,-666666666,24515
ZCTA5 24517,4932,51141,24517
ZCTA5 24520,2225,39773,24520
ZCTA5 24521,10101,69077,24521
ZCTA5 24522,10494,60813,24522
ZCTA5 24523,21447,70074,24523
ZCTA5 24526,1374,71475,24526
ZCTA5 24527,3190,62807,24527
ZCTA5 24528,3793,56014,24528
ZCTA5 24529,1197,34375,24529
ZCTA5 24530,749,-666666666,24530
ZCTA5 24531,9107,46706,24531
ZCTA5 24534,1795,43125,24534
ZCTA5 24536,387,114167,24536
ZCTA5 24538,4823,67712,24538
ZCTA5 24539,159,54531,24539
ZCTA5 24540,31491,47207,24540
ZCTA5 24541,28151,49292,24541
ZCTA5 24549,4117,54819,24549
ZCTA5 24550,7941,68026,24550
ZCTA5 24551,27606,91119,24551
ZCTA5 24553,1553,59583,24553
ZCTA5 24554,3564,54795,24554
ZCTA5 24555,2220,53816,24555
ZCTA5 24556,2695,84773,24556
ZCTA5 24557,7832,44948,24557
ZCTA5 24558,6044,56641,24558
ZCTA5 24562,619,60125,24562
ZCTA5 24563,5014,44296,24563
ZCTA5 24565,1059,43462,24565
ZCTA5 24566,1350,63617,24566
ZCTA5 24569,1025,50208,24569
ZCTA5 24570,0,-666666666,24570
ZCTA5 24571,2073,41250,24571
ZCTA5 24572,15515,64158,24572
ZCTA5 24574,4071,65898,24574
ZCTA5 24577,4701,47574,24577
ZCTA5 24578,525,57344,24578
ZCTA5 24579,1037,43026,24579
ZCTA5 24580,510,54904,24580
ZCTA5 24581,0,-666666666,24581
ZCTA5 24586,4140,54318,24586
ZCTA5 24588,8664,68869,24588
ZCTA5 24589,1859,52393,24589
ZCTA5 24590,7940,88068,24590
ZCTA5 24592,14411,48655,24592
ZCTA5 24593,2098,75147,24593
ZCTA5 24594,1585,41462,24594
ZCTA5 24595,587,-666666666,24595
ZCTA5 24597,851,42308,24597
ZCTA5 24598,1267,55938,24598
ZCTA5 24599,725,40020,24599
ZCTA5 24601,0,-666666666,24601
ZCTA5 24602,986,45272,24602
ZCTA5 24603,306,45929,24603
ZCTA5 24604,242,26615,24604
ZCTA5 24605,8839,51411,24605
ZCTA5 24606,262,24375,24606
ZCTA5 24607,337,102875,24607
ZCTA5 24609,6848,50145,24609
ZCTA5 24612,175,19395,24612
ZCTA5 24613,283,33207,24613
ZCTA5 24614,6992,40000,24614
ZCTA5 24620,2539,40323,24620
ZCTA5 24622,606,41042,24622
ZCTA5 24630,5920,56750,24630
ZCTA5 24631,2076,45109,24631
ZCTA5 24634,440,31875,24634
ZCTA5 24635,836,40556,24635
ZCTA5 24637,3595,53900,24637
ZCTA5 24639,3432,43380,24639
ZCTA5 24641,5417,37044,24641
ZCTA5 24646,785,47096,24646
ZCTA5 24649,1882,38940,24649
ZCTA5 24651,5683,45964,24651
ZCTA5 24656,2664,39174,24656
ZCTA5 24657,268,18601,24657
ZCTA5 24701,17943,44188,24701
ZCTA5 24712,2554,64565,24712
ZCTA5 24714,210,71161,24714
ZCTA5 24715,230,61250,24715
ZCTA5 24716,160,-666666666,24716
ZCTA5 24719,117,-666666666,24719
ZCTA5 24724,54,25781,24724
ZCTA5 24726,531,-666666666,24726
ZCTA5 24729,57,43000,24729
ZCTA5 24731,12,-666666666,24731
ZCTA5 24733,255,-666666666,24733
ZCTA5 24736,724,42803,24736
ZCTA5 24737,1169,28927,24737
ZCTA5 24738,0,-666666666,24738
ZCTA5 24739,13093,54096,24739
ZCTA5 24740,16559,46272,24740
ZCTA5 24747,3551,45421,24747
ZCTA5 24801,5107,29492,24801
ZCTA5 24808,645,40000,24808
ZCTA5 24811,310,61895,24811
ZCTA5 24813,110,-666666666,24813
ZCTA5 24815,403,-666666666,24815
ZCTA5 24816,14,-666666666,24816
ZCTA5 24817,1825,26295,24817
ZCTA5 24818,1803,45603,24818
ZCTA5 24822,891,128018,24822
ZCTA5 24823,504,53209,24823
ZCTA5 24826,62,-666666666,24826
ZCTA5 24827,928,54320,24827
ZCTA5 24828,642,21840,24828
ZCTA5 24830,71,39038,24830
ZCTA5 24831,409,60074,24831
ZCTA5 24834,1287,64602,24834
ZCTA5 24836,662,42361,24836
ZCTA5 24839,397,31477,24839
ZCTA5 24843,14,-666666666,24843
ZCTA5 24844,1070,25344,24844
ZCTA5 24845,579,-666666666,24845
ZCTA5 24846,373,-666666666,24846
ZCTA5 24847,159,-666666666,24847
ZCTA5 24848,101,24444,24848
ZCTA5 24849,133,-666666666,24849
ZCTA5 24850,0,-666666666,24850
ZCTA5 24851,235,42596,24851
ZCTA5 24853,442,14722,24853
ZCTA5 24854,717,22500,24854
ZCTA5 24855,34,-666666666,24855
ZCTA5 24857,821,39472,24857
ZCTA5 24860,437,-666666666,24860
ZCTA5 24861,87,33690,24861
ZCTA5 24862,602,30520,24862
ZCTA5 24866,639,39263,24866
ZCTA5 24867,83,-666666666,24867
ZCTA5 24868,1070,22060,24868
ZCTA5 24869,313,40833,24869
ZCTA5 24870,1652,44660,24870
ZCTA5 24871,592,57688,24871
ZCTA5 24872,576,33285,24872
ZCTA5 24873,157,-666666666,24873
ZCTA5 24874,1949,49284,24874
ZCTA5 24878,156,-666666666,24878
ZCTA5 24879,299,-666666666,24879
ZCTA5 24880,349,-666666666,24880
ZCTA5 24881,150,-666666666,24881
ZCTA5 24882,1119,83531,24882
ZCTA5 24884,120,-666666666,24884
ZCTA5 24887,0,-666666666,24887
ZCTA5 24888,111,34408,24888
ZCTA5 24892,1636,21349,24892
ZCTA5 24894,260,21964,24894
ZCTA5 24895,12,-666666666,24895
ZCTA5 24898,167,-666666666,24898
ZCTA5 24901,9022,52539,24901
ZCTA5 24910,4556,41071,24910
ZCTA5 24915,651,43813,24915
ZCTA5 24916,369,73828,24916
ZCTA5 24918,1437,72589,24918
ZCTA5 24920,461,-666666666,24920
ZCTA5 24924,682,45192,24924
ZCTA5 24925,433,62917,24925
ZCTA5 24927,517,21422,24927
ZCTA5 24931,1221,36630,24931
ZCTA5 24934,328,40313,24934
ZCTA5 24935,363,-666666666,24935
ZCTA5 24938,1470,78216,24938
ZCTA5 24941,1077,57209,24941
ZCTA5 24943,141,82115,24943
ZCTA5 24944,331,59712,24944
ZCTA5 24945,241,-666666666,24945
ZCTA5 24946,1019,63583,24946
ZCTA5 24951,1392,67691,24951
ZCTA5 24954,2973,38203,24954
ZCTA5 24957,504,-666666666,24957
ZCTA5 24962,70,-666666666,24962
ZCTA5 24963,3860,47428,24963
ZCTA5 24966,1127,66178,24966
ZCTA5 24970,4007,46688,24970
ZCTA5 24974,348,21994,24974
ZCTA5 24976,871,42420,24976
ZCTA5 24977,341,54697,24977
ZCTA5 24981,545,-666666666,24981
ZCTA5 24983,1783,46513,24983
ZCTA5 24984,200,-666666666,24984
ZCTA5 24985,217,-666666666,24985
ZCTA5 24986,5082,49688,24986
ZCTA5 24991,426,52782,24991
ZCTA5 24993,59,-666666666,24993
ZCTA5 25002,0,-666666666,25002
ZCTA5 25003,1734,61031,25003
ZCTA5 25005,246,-666666666,25005
ZCTA5 25007,766,37872,25007
ZCTA5 25008,180,-666666666,25008
ZCTA5 25009,740,48750,25009
ZCTA5 25011,472,75938,25011
ZCTA5 25015,3577,50472,25015
ZCTA5 25019,586,31296,25019
ZCTA5 25021,293,-666666666,25021
ZCTA5 25022,39,-666666666,25022
ZCTA5 25024,555,24097,25024
ZCTA5 25025,141,91250,25025
ZCTA5 25028,234,47938,25028
ZCTA5 25030,440,70341,25030
ZCTA5 25031,622,38032,25031
ZCTA5 25033,1903,57500,25033
ZCTA5 25035,419,72083,25035
ZCTA5 25036,257,56410,25036
ZCTA5 25039,684,57455,25039
ZCTA5 25040,583,93061,25040
ZCTA5 25043,1446,-666666666,25043
ZCTA5 25044,275,48750,25044
ZCTA5 25045,4230,47500,25045
ZCTA5 25047,197,35000,25047
ZCTA5 25048,237,-666666666,25048
ZCTA5 25049,435,55833,25049
ZCTA5 25051,216,63491,25051
ZCTA5 25053,3828,59892,25053
ZCTA5 25054,304,77399,25054
ZCTA5 25057,75,-666666666,25057
ZCTA5 25059,374,92500,25059
ZCTA5 25060,47,-666666666,25060
ZCTA5 25061,520,94091,25061
ZCTA5 25062,183,-666666666,25062
ZCTA5 25063,1581,44471,25063
ZCTA5 25064,9182,52708,25064
ZCTA5 25067,776,70917,25067
ZCTA5 25070,1932,75978,25070
ZCTA5 25071,11243,65397,25071
ZCTA5 25075,891,-666666666,25075
ZCTA5 25076,98,-666666666,25076
ZCTA5 25081,1084,93868,25081
ZCTA5 25082,1847,66792,25082
ZCTA5 25083,381,30660,25083
ZCTA5 25085,620,29207,25085
ZCTA5 25086,840,51196,25086
ZCTA5 25088,148,-666666666,25088
ZCTA5 25090,90,29659,25090
ZCTA5 25093,177,-666666666,25093
ZCTA5 25102,413,72750,25102
ZCTA5 25103,190,40875,25103
ZCTA5 25106,324,-666666666,25106
ZCTA5 25107,375,64023,25107
ZCTA5 25108,607,58611,25108
ZCTA5 25109,699,40500,25109
ZCTA5 25110,425,53679,25110
ZCTA5 25111,211,-666666666,25111
ZCTA5 25112,167,-666666666,25112
ZCTA5 25113,522,33889,25113
ZCTA5 25114,261,-666666666,25114
ZCTA5 25115,41,-666666666,25115
ZCTA5 25118,285,12632,25118
ZCTA5 25119,424,-666666666,25119
ZCTA5 25121,1049,56346,25121
ZCTA5 25123,2827,62955,25123
ZCTA5 25124,1714,46250,25124
ZCTA5 25125,1016,70313,25125
ZCTA5 25126,141,-666666666,25126
ZCTA5 25130,3347,51316,25130
ZCTA5 25132,387,43904,25132
ZCTA5 25133,417,24795,25133
ZCTA5 25134,508,-666666666,25134
ZCTA5 25136,1749,32575,25136
ZCTA5 25139,646,-666666666,25139
ZCTA5 25140,1295,25147,25140
ZCTA5 25141,300,69231,25141
ZCTA5 25142,322,79621,25142
ZCTA5 25143,9185,55088,25143
ZCTA5 25148,582,88661,25148
ZCTA5 25149,126,-666666666,25149
ZCTA5 25152,548,55362,25152
ZCTA5 25154,1326,65302,25154
ZCTA5 25156,48,-666666666,25156
ZCTA5 25159,4207,56366,25159
ZCTA5 25160,596,42311,25160
ZCTA5 25161,585,-666666666,25161
ZCTA5 25162,406,61042,25162
ZCTA5 25164,697,52670,25164
ZCTA5 25165,775,-666666666,25165
ZCTA5 25168,2827,102757,25168
ZCTA5 25169,457,36406,25169
ZCTA5 25173,27,-666666666,25173
ZCTA5 25174,305,-666666666,25174
ZCTA5 25177,23211,54789,25177
ZCTA5 25180,221,-666666666,25180
ZCTA5 25181,1281,-666666666,25181
ZCTA5 25183,70,-666666666,25183
ZCTA5 25185,734,-666666666,25185
ZCTA5 25186,925,33650,25186
ZCTA5 25187,739,43447,25187
ZCTA5 25193,280,77841,25193
ZCTA5 25201,46,-666666666,25201
ZCTA5 25202,1408,96071,25202
ZCTA5 25203,197,-666666666,25203
ZCTA5 25204,160,-666666666,25204
ZCTA5 25205,248,76635,25205
ZCTA5 25206,174,-666666666,25206
ZCTA5 25208,782,40260,25208
ZCTA5 25209,529,49926,25209
ZCTA5 25211,129,22228,25211
ZCTA5 25213,6274,89750,25213
ZCTA5 25214,1042,-666666666,25214
ZCTA5 25231,0,-666666666,25231
ZCTA5 25234,624,56321,25234
ZCTA5 25235,1075,49125,25235
ZCTA5 25239,1605,87813,25239
ZCTA5 25241,1948,56087,25241
ZCTA5 25243,686,39219,25243
ZCTA5 25244,838,64750,25244
ZCTA5 25245,626,96563,25245
ZCTA5 25247,507,57529,25247
ZCTA5 25248,3546,57563,25248
ZCTA5 25251,564,51939,25251
ZCTA5 25252,1166,43843,25252
ZCTA5 25253,2246,61439,25253
ZCTA5 25259,821,36700,25259
ZCTA5 25260,1494,49096,25260
ZCTA5 25261,176,-666666666,25261
ZCTA5 25262,1265,71282,25262
ZCTA5 25264,583,62865,25264
ZCTA5 25265,1616,63333,25265
ZCTA5 25266,842,80444,25266
ZCTA5 25267,417,46250,25267
ZCTA5 25268,615,41250,25268
ZCTA5 25270,970,45455,25270
ZCTA5 25271,7974,48101,25271
ZCTA5 25275,1900,42431,25275
ZCTA5 25276,7355,38750,25276
ZCTA5 25285,629,53125,25285
ZCTA5 25286,1388,52368,25286
ZCTA5 25287,1104,54333,25287
ZCTA5 25301,2454,21063,25301
ZCTA5 25302,13280,55525,25302
ZCTA5 25303,6987,73975,25303
ZCTA5 25304,8480,80200,25304
ZCTA5 25305,0,-666666666,25305
ZCTA5 25306,6283,62454,25306
ZCTA5 25309,12144,52920,25309
ZCTA5 25311,9613,58046,25311
ZCTA5 25312,10089,58220,25312
ZCTA5 25313,11862,63945,25313
ZCTA5 25314,15742,86462,25314
ZCTA5 25315,3227,50110,25315
ZCTA5 25320,4362,50162,25320
ZCTA5 25387,5173,41635,25387
ZCTA5 25401,15661,49157,25401
ZCTA5 25403,15865,82190,25403
ZCTA5 25404,22809,68897,25404
ZCTA5 25405,14993,90962,25405
ZCTA5 25411,11929,64070,25411
ZCTA5 25413,8964,95000,25413
ZCTA5 25414,20273,101020,25414
ZCTA5 25419,12850,86316,25419
ZCTA5 25420,5086,96020,25420
ZCTA5 25421,33,-666666666,25421
ZCTA5 25422,1720,45729,25422
ZCTA5 25425,13404,90059,25425
ZCTA5 25427,16410,86985,25427
ZCTA5 25428,13690,80329,25428
ZCTA5 25430,8215,86808,25430
ZCTA5 25431,313,68289,25431
ZCTA5 25432,113,47750,25432
ZCTA5 25434,3087,61415,25434
ZCTA5 25437,180,-666666666,25437
ZCTA5 25438,7356,82825,25438
ZCTA5 25442,2918,120217,25442
ZCTA5 25443,7298,103933,25443
ZCTA5 25444,477,-666666666,25444
ZCTA5 25446,1477,130278,25446
ZCTA5 25501,1230,50024,25501
ZCTA5 25502,627,75821,25502
ZCTA5 25503,654,-666666666,25503
ZCTA5 25504,12197,59577,25504
ZCTA5 25505,401,-666666666,25505
ZCTA5 25506,5690,45080,25506
ZCTA5 25507,1180,48379,25507
ZCTA5 25508,8282,48866,25508
ZCTA5 25510,5407,78382,25510
ZCTA5 25511,835,40000,25511
ZCTA5 25512,1197,37672,25512
ZCTA5 25514,3841,53179,25514
ZCTA5 25515,2319,46237,25515
ZCTA5 25517,1328,40781,25517
ZCTA5 25520,1164,65881,25520
ZCTA5 25521,1034,57375,25521
ZCTA5 25523,2704,58056,25523
ZCTA5 25524,2373,39976,25524
ZCTA5 25526,22522,81187,25526
ZCTA5 25529,1085,61583,25529
ZCTA5 25530,6642,68048,25530
ZCTA5 25534,62,21029,25534
ZCTA5 25535,2420,67941,25535
ZCTA5 25537,1553,62292,25537
ZCTA5 25540,320,-666666666,25540
ZCTA5 25541,9360,61818,25541
ZCTA5 25544,128,-666666666,25544
ZCTA5 25545,5005,89712,25545
ZCTA5 25547,374,-666666666,25547
ZCTA5 25550,8925,49940,25550
ZCTA5 25555,2083,67313,25555
ZCTA5 25557,1402,43293,25557
ZCTA5 25559,1501,33438,25559
ZCTA5 25560,8292,104432,25560
ZCTA5 25564,1566,-666666666,25564
ZCTA5 25565,877,32628,25565
ZCTA5 25567,782,-666666666,25567
ZCTA5 25570,6075,45631,25570
ZCTA5 25571,1874,53512,25571
ZCTA5 25573,418,-666666666,25573
ZCTA5 25601,5007,47010,25601
ZCTA5 25606,817,50107,25606
ZCTA5 25607,727,25588,25607
ZCTA5 25608,960,-666666666,25608
ZCTA5 25611,1004,-666666666,25611
ZCTA5 25612,251,-666666666,25612
ZCTA5 25617,177,23914,25617
ZCTA5 25621,1675,54750,25621
ZCTA5 25624,408,13879,25624
ZCTA5 25625,1300,65924,25625
ZCTA5 25628,498,53162,25628
ZCTA5 25630,423,-666666666,25630
ZCTA5 25632,823,-666666666,25632
ZCTA5 25634,1372,-666666666,25634
ZCTA5 25635,1973,68125,25635
ZCTA5 25637,1234,51667,25637
ZCTA5 25638,237,89276,25638
ZCTA5 25639,690,39573,25639
ZCTA5 25644,603,85107,25644
ZCTA5 25646,1177,35444,25646
ZCTA5 25647,179,40900,25647
ZCTA5 25649,1338,53776,25649
ZCTA5 25650,68,-666666666,25650
ZCTA5 25651,485,25333,25651
ZCTA5 25652,1394,42295,25652
ZCTA5 25653,89,-666666666,25653
ZCTA5 25654,205,-666666666,25654
ZCTA5 25661,4485,29355,25661
ZCTA5 25666,30,-666666666,25666
ZCTA5 25667,577,23321,25667
ZCTA5 25669,867,-666666666,25669
ZCTA5 25670,3312,36125,25670
ZCTA5 25671,1755,-666666666,25671
ZCTA5 25672,390,21964,25672
ZCTA5 25674,2056,31129,25674
ZCTA5 25676,1343,39929,25676
ZCTA5 25678,1410,40000,25678
ZCTA5 25685,469,-666666666,25685
ZCTA5 25688,320,-666666666,25688
ZCTA5 25690,842,67500,25690
ZCTA5 25692,1498,22846,25692
ZCTA5 25696,1382,54250,25696
ZCTA5 25699,0,-666666666,25699
ZCTA5 25701,21860,51671,25701
ZCTA5 25702,7164,39225,25702
ZCTA5 25703,4963,25457,25703
ZCTA5 25704,14413,51646,25704
ZCTA5 25705,20668,60608,25705
ZCTA5 25755,1560,-666666666,25755
ZCTA5 25801,30869,49370,25801
ZCTA5 25810,0,-666666666,25810
ZCTA5 25811,51,-666666666,25811
ZCTA5 25812,1317,50417,25812
ZCTA5 25813,7429,57500,25813
ZCTA5 25817,53,-666666666,25817
ZCTA5 25818,310,90516,25818
ZCTA5 25820,495,93289,25820
ZCTA5 25823,419,-666666666,25823
ZCTA5 25825,2482,58785,25825
ZCTA5 25826,660,-666666666,25826
ZCTA5 25827,1851,61146,25827
ZCTA5 25831,1234,58629,25831
ZCTA5 25832,4843,84020,25832
ZCTA5 25836,1153,-666666666,25836
ZCTA5 25837,409,76625,25837
ZCTA5 25839,453,-666666666,25839
ZCTA5 25840,7917,59825,25840
ZCTA5 25841,555,59750,25841
ZCTA5 25843,1301,84619,25843
ZCTA5 25844,661,92708,25844
ZCTA5 25845,584,-666666666,25845
ZCTA5 25846,55,-666666666,25846
ZCTA5 25848,115,-666666666,25848
ZCTA5 25849,200,-666666666,25849
ZCTA5 25851,0,-666666666,25851
ZCTA5 25853,49,-666666666,25853
ZCTA5 25854,570,-666666666,25854
ZCTA5 25855,368,28491,25855
ZCTA5 25857,25,-666666666,25857
ZCTA5 25862,267,77742,25862
ZCTA5 25864,127,73224,25864
ZCTA5 25865,1431,39509,25865
ZCTA5 25866,343,66042,25866
ZCTA5 25868,629,52035,25868
ZCTA5 25870,58,-666666666,25870
ZCTA5 25871,934,52841,25871
ZCTA5 25873,617,26492,25873
ZCTA5 25875,913,81477,25875
ZCTA5 25876,68,-666666666,25876
ZCTA5 25878,968,23899,25878
ZCTA5 25879,260,60396,25879
ZCTA5 25880,5552,47695,25880
ZCTA5 25882,2361,72727,25882
ZCTA5 25901,10225,51402,25901
ZCTA5 25902,326,-666666666,25902
ZCTA5 25904,411,36750,25904
ZCTA5 25907,198,-666666666,25907
ZCTA5 25908,127,-666666666,25908
ZCTA5 25909,1005,83516,25909
ZCTA5 25911,115,39100,25911
ZCTA5 25913,132,-666666666,25913
ZCTA5 25915,229,44464,25915
ZCTA5 25916,182,-666666666,25916
ZCTA5 25917,1341,60399,25917
ZCTA5 25918,4659,76845,25918
ZCTA5 25920,331,-666666666,25920
ZCTA5 25921,2820,34184,25921
ZCTA5 25922,71,2499,25922
ZCTA5 25928,207,-666666666,25928
ZCTA5 25932,228,-666666666,25932
ZCTA5 25936,5,-666666666,25936
ZCTA5 25938,1650,56650,25938
ZCTA5 25942,100,-666666666,25942
ZCTA5 25943,0,-666666666,25943
ZCTA5 25951,5286,36679,25951
ZCTA5 25958,619,-666666666,25958
ZCTA5 25962,3345,42631,25962
ZCTA5 25966,67,58906,25966
ZCTA5 25969,1635,57500,25969
ZCTA5 25971,1487,74167,25971
ZCTA5 25972,208,37212,25972
ZCTA5 25976,2314,41452,25976
ZCTA5 25977,8,-666666666,25977
ZCTA5 25978,560,72500,25978
ZCTA5 25979,689,40212,25979
ZCTA5 25981,881,28500,25981
ZCTA5 25984,1957,27825,25984
ZCTA5 25985,381,47500,25985
ZCTA5 25986,237,74306,25986
ZCTA5 25989,441,-666666666,25989
ZCTA5 26003,40445,58625,26003
ZCTA5 26030,588,30000,26030
ZCTA5 26031,1556,50474,26031
ZCTA5 26032,1109,39583,26032
ZCTA5 26033,1806,59500,26033
ZCTA5 26034,4555,57382,26034
ZCTA5 26035,2134,53649,26035
ZCTA5 26036,457,119219,26036
ZCTA5 26037,5727,56713,26037
ZCTA5 26038,2926,88409,26038
ZCTA5 26039,383,42000,26039
ZCTA5 26040,1855,43235,26040
ZCTA5 26041,15706,55545,26041
ZCTA5 26047,5404,63403,26047
ZCTA5 26050,1504,31250,26050
ZCTA5 26055,1044,63424,26055
ZCTA5 26056,258,95673,26056
ZCTA5 26058,155,-666666666,26058
ZCTA5 26059,2863,69922,26059
ZCTA5 26060,1789,78712,26060
ZCTA5 26062,20721,59027,26062
ZCTA5 26070,7951,55729,26070
ZCTA5 26074,1461,51875,26074
ZCTA5 26075,569,60938,26075
ZCTA5 26101,28571,45556,26101
ZCTA5 26104,16729,51695,26104
ZCTA5 26105,12297,65549,26105
ZCTA5 26133,1247,71131,26133
ZCTA5 26134,750,57692,26134
ZCTA5 26136,266,42500,26136
ZCTA5 26137,1064,31550,26137
ZCTA5 26138,87,-666666666,26138
ZCTA5 26141,523,40814,26141
ZCTA5 26142,2186,67245,26142
ZCTA5 26143,3326,56588,26143
ZCTA5 26146,1109,50893,26146
ZCTA5 26147,1873,41929,26147
ZCTA5 26148,233,41622,26148
ZCTA5 26149,2330,60750,26149
ZCTA5 26150,5928,67004,26150
ZCTA5 26151,343,-666666666,26151
ZCTA5 26152,12,-666666666,26152
ZCTA5 26155,7715,54747,26155
ZCTA5 26159,2523,54113,26159
ZCTA5 26160,1187,61146,26160
ZCTA5 26161,490,50568,26161
ZCTA5 26162,0,-666666666,26162
ZCTA5 26164,7342,48250,26164
ZCTA5 26167,478,54677,26167
ZCTA5 26169,837,49193,26169
ZCTA5 26170,6153,61992,26170
ZCTA5 26175,3168,59036,26175
ZCTA5 26178,272,35203,26178
ZCTA5 26180,2181,70918,26180
ZCTA5 26181,5708,79314,26181
ZCTA5 26184,2328,65793,26184
ZCTA5 26187,6100,80714,26187
ZCTA5 26201,19020,51597,26201
ZCTA5 26202,299,-666666666,26202
ZCTA5 26203,503,35288,26203
ZCTA5 26205,2257,30757,26205
ZCTA5 26206,2797,39955,26206
ZCTA5 26208,853,44519,26208
ZCTA5 26209,43,33309,26209
ZCTA5 26210,17,-666666666,26210
ZCTA5 26215,122,85833,26215
ZCTA5 26217,316,-666666666,26217
ZCTA5 26218,2880,58270,26218
ZCTA5 26222,229,51058,26222
ZCTA5 26224,202,34306,26224
ZCTA5 26228,0,-666666666,26228
ZCTA5 26230,95,-666666666,26230
ZCTA5 26234,1053,49886,26234
ZCTA5 26236,0,-666666666,26236
ZCTA5 26237,556,77935,26237
ZCTA5 26238,1049,41250,26238
ZCTA5 26241,14221,53102,26241
ZCTA5 26250,5743,46132,26250
ZCTA5 26253,2803,63194,26253
ZCTA5 26254,127,83393,26254
ZCTA5 26257,796,57396,26257
ZCTA5 26259,68,63512,26259
ZCTA5 26260,1307,72426,26260
ZCTA5 26261,3115,34255,26261
ZCTA5 26263,232,57574,26263
ZCTA5 26264,664,43000,26264
ZCTA5 26266,433,-666666666,26266
ZCTA5 26267,956,58828,26267
ZCTA5 26268,37,-666666666,26268
ZCTA5 26269,983,62917,26269
ZCTA5 26270,742,60188,26270
ZCTA5 26271,313,36354,26271
ZCTA5 26273,2130,38382,26273
ZCTA5 26275,594,48889,26275
ZCTA5 26276,821,60800,26276
ZCTA5 26278,540,60379,26278
ZCTA5 26280,1384,47386,26280
ZCTA5 26282,197,-666666666,26282
ZCTA5 26283,1377,65500,26283
ZCTA5 26285,275,29861,26285
ZCTA5 26287,2967,52660,26287
ZCTA5 26288,2958,37348,26288
ZCTA5 26289,13,-666666666,26289
ZCTA5 26291,25,-666666666,26291
ZCTA5 26292,712,55333,26292
ZCTA5 26293,713,93352,26293
ZCTA5 26294,335,31016,26294
ZCTA5 26296,45,-666666666,26296
ZCTA5 26298,29,-666666666,26298
ZCTA5 26301,29025,49773,26301
ZCTA5 26320,705,65813,26320
ZCTA5 26321,329,83125,26321
ZCTA5 26323,423,27685,26323
ZCTA5 26325,271,35139,26325
ZCTA5 26327,30,-666666666,26327
ZCTA5 26330,15130,86843,26330
ZCTA5 26335,1123,63854,26335
ZCTA5 26337,842,50556,26337
ZCTA5 26338,592,83265,26338
ZCTA5 26339,174,90208,26339
ZCTA5 26342,564,46563,26342
ZCTA5 26343,297,39922,26343
ZCTA5 26346,637,71875,26346
ZCTA5 26347,2345,49622,26347
ZCTA5 26348,281,-666666666,26348
ZCTA5 26349,239,60486,26349
ZCTA5 26351,4635,50865,26351
ZCTA5 26354,10101,55250,26354
ZCTA5 26361,53,-666666666,26361
ZCTA5 26362,2904,47180,26362
ZCTA5 26366,12,-666666666,26366
ZCTA5 26369,485,-666666666,26369
ZCTA5 26372,774,109299,26372
ZCTA5 26374,1858,52049,26374
ZCTA5 26376,494,42944,26376
